ZoneNumber,Commodity,BuyingSize,SellingSize,SpecifiedExchange,ImportFunctionMidpoint,ImportFunctionMidpointPrice,ExportFunctionMidpoint,ExportFunctionMidpointPrice,ImportFunctionDelta,ImportFunctionSlope,ImportFunctionEta,ExportFunctionDelta,ExportFunctionSlope,ExportFunctionEta,MonitorExchange
127,ResUnitSF,1,1,FALSE,-11.3702006,200,1.61051,0,568.51003,4.83E-04,0.002,0,-1.61E-04,0,FALSE
128,ResUnitSF,1,1,FALSE,-47.832147,200,1.61051,0,2391.60735,4.83E-04,0.002,0,-1.61E-04,0,FALSE
129,ResUnitSF,1,1,FALSE,-105.5528254,200,1.61051,0,5277.64127,4.83E-04,0.002,0,-1.61E-04,0,FALSE
130,ResUnitSF,1,1,FALSE,-36.1076342,200,1.61051,0,1805.38171,4.83E-04,0.002,0,-1.61E-04,0,FALSE
131,ResUnitSF,1,1,FALSE,-13.9470166,200,1.61051,0,697.35083,4.83E-04,0.002,0,-1.61E-04,0,FALSE
132,ResUnitSF,1,1,FALSE,-120.8526704,200,1.61051,0,6042.63352,4.83E-04,0.002,0,-1.61E-04,0,FALSE
133,ResUnitSF,1,1,FALSE,-1.7393508,200,1.61051,0,86.96754,4.83E-04,0.002,0,-1.61E-04,0,FALSE
134,ResUnitSF,1,1,FALSE,-129.5494244,200,1.61051,0,6477.47122,4.83E-04,0.002,0,-1.61E-04,0,FALSE
135,ResUnitSF,1,1,FALSE,-96.9849122,200,1.61051,0,4849.24561,4.83E-04,0.002,0,-1.61E-04,0,FALSE
136,ResUnitSF,1,1,FALSE,-251.3684008,200,1.61051,0,12568.42004,4.83E-04,0.002,0,-1.61E-04,0,FALSE
137,ResUnitSF,1,1,FALSE,-175.384539,200,1.61051,0,8769.22695,4.83E-04,0.002,0,-1.61E-04,0,FALSE
138,ResUnitSF,1,1,FALSE,-132.544973,200,1.61051,0,6627.24865,4.83E-04,0.002,0,-1.61E-04,0,FALSE
139,ResUnitSF,1,1,FALSE,-1.2561978,200,1.61051,0,62.80989,4.83E-04,0.002,0,-1.61E-04,0,FALSE
140,ResUnitSF,1,1,FALSE,-125.297678,200,1.61051,0,6264.8839,4.83E-04,0.002,0,-1.61E-04,0,FALSE
141,ResUnitSF,1,1,FALSE,-98.8531038,200,1.61051,0,4942.65519,4.83E-04,0.002,0,-1.61E-04,0,FALSE
142,ResUnitSF,1,1,FALSE,-104.1033664,200,1.61051,0,5205.16832,4.83E-04,0.002,0,-1.61E-04,0,FALSE
143,ResUnitSF,1,1,FALSE,-86.1944952,200,1.61051,0,4309.72476,4.83E-04,0.002,0,-1.61E-04,0,FALSE
144,ResUnitSF,1,1,FALSE,-116.4720832,200,1.61051,0,5823.60416,4.83E-04,0.002,0,-1.61E-04,0,FALSE
145,ResUnitSF,1,1,FALSE,-178.283457,200,1.61051,0,8914.17285,4.83E-04,0.002,0,-1.61E-04,0,FALSE
146,ResUnitSF,1,1,FALSE,-108.5161638,200,1.61051,0,5425.80819,4.83E-04,0.002,0,-1.61E-04,0,FALSE
147,ResUnitSF,1,1,FALSE,-154.770011,200,1.61051,0,7738.50055,4.83E-04,0.002,0,-1.61E-04,0,FALSE
148,ResUnitSF,1,1,FALSE,-264.1880604,200,1.61051,0,13209.40302,4.83E-04,0.002,0,-1.61E-04,0,FALSE
149,ResUnitSF,1,1,FALSE,-16.5560428,200,1.61051,0,827.80214,4.83E-04,0.002,0,-1.61E-04,0,FALSE
150,ResUnitSF,1,1,FALSE,-200.186393,200,1.61051,0,10009.31965,4.83E-04,0.002,0,-1.61E-04,0,FALSE
151,ResUnitSF,1,1,FALSE,-398.3435434,200,1.61051,0,19917.17717,4.83E-04,0.002,0,-1.61E-04,0,FALSE
152,ResUnitSF,1,1,FALSE,-27.4108802,200,1.61051,0,1370.54401,4.83E-04,0.002,0,-1.61E-04,0,FALSE
153,ResUnitSF,1,1,FALSE,-111.9948654,200,1.61051,0,5599.74327,4.83E-04,0.002,0,-1.61E-04,0,FALSE
154,ResUnitSF,1,1,FALSE,-32.4034612,200,1.61051,0,1620.17306,4.83E-04,0.002,0,-1.61E-04,0,FALSE
155,ResUnitSF,1,1,FALSE,-17.9732916,200,1.61051,0,898.66458,4.83E-04,0.002,0,-1.61E-04,0,FALSE
156,ResUnitSF,1,1,FALSE,-204.9212924,200,1.61051,0,10246.06462,4.83E-04,0.002,0,-1.61E-04,0,FALSE
157,ResUnitSF,1,1,FALSE,-36.075424,200,1.61051,0,1803.7712,4.83E-04,0.002,0,-1.61E-04,0,FALSE
158,ResUnitSF,1,1,FALSE,-156.3483108,200,1.61051,0,7817.41554,4.83E-04,0.002,0,-1.61E-04,0,FALSE
159,ResUnitSF,1,1,FALSE,-194.5173978,200,1.61051,0,9725.86989,4.83E-04,0.002,0,-1.61E-04,0,FALSE
160,ResUnitSF,1,1,FALSE,-208.722096,200,1.61051,0,10436.1048,4.83E-04,0.002,0,-1.61E-04,0,FALSE
161,ResUnitSF,1,1,FALSE,-95.0845104,200,1.61051,0,4754.22552,4.83E-04,0.002,0,-1.61E-04,0,FALSE
162,ResUnitSF,1,1,FALSE,-72.7628418,200,1.61051,0,3638.14209,4.83E-04,0.002,0,-1.61E-04,0,FALSE
163,ResUnitSF,1,1,FALSE,-110.9963492,200,1.61051,0,5549.81746,4.83E-04,0.002,0,-1.61E-04,0,FALSE
164,ResUnitSF,1,1,FALSE,-55.079442,200,1.61051,0,2753.9721,4.83E-04,0.002,0,-1.61E-04,0,FALSE
165,ResUnitSF,1,1,FALSE,-91.79907,200,1.61051,0,4589.9535,4.83E-04,0.002,0,-1.61E-04,0,FALSE
166,ResUnitSF,1,1,FALSE,-34.6903854,200,1.61051,0,1734.51927,4.83E-04,0.002,0,-1.61E-04,0,FALSE
167,ResUnitSF,1,1,FALSE,-115.0870446,200,1.61051,0,5754.35223,4.83E-04,0.002,0,-1.61E-04,0,FALSE
168,ResUnitSF,1,1,FALSE,-26.412364,200,1.61051,0,1320.6182,4.83E-04,0.002,0,-1.61E-04,0,FALSE
169,ResUnitSF,1,1,FALSE,-146.073257,200,1.61051,0,7303.66285,4.83E-04,0.002,0,-1.61E-04,0,FALSE
170,ResUnitSF,1,1,FALSE,-142.4335044,200,1.61051,0,7121.67522,4.83E-04,0.002,0,-1.61E-04,0,FALSE
171,ResUnitSF,1,1,FALSE,-217.41885,200,1.61051,0,10870.9425,4.83E-04,0.002,0,-1.61E-04,0,FALSE
172,ResUnitSF,1,1,FALSE,-85.518081,200,1.61051,0,4275.90405,4.83E-04,0.002,0,-1.61E-04,0,FALSE
173,ResUnitSF,1,1,FALSE,-53.5011422,200,1.61051,0,2675.05711,4.83E-04,0.002,0,-1.61E-04,0,FALSE
174,ResUnitSF,1,1,FALSE,-91.154866,200,1.61051,0,4557.7433,4.83E-04,0.002,0,-1.61E-04,0,FALSE
175,ResUnitSF,1,1,FALSE,-73.600307,200,1.61051,0,3680.01535,4.83E-04,0.002,0,-1.61E-04,0,FALSE
176,ResUnitSF,1,1,FALSE,-14.5590104,200,1.61051,0,727.95052,4.83E-04,0.002,0,-1.61E-04,0,FALSE
177,ResUnitSF,1,1,FALSE,-71.023491,200,1.61051,0,3551.17455,4.83E-04,0.002,0,-1.61E-04,0,FALSE
178,ResUnitSF,1,1,FALSE,-62.0368452,200,1.61051,0,3101.84226,4.83E-04,0.002,0,-1.61E-04,0,FALSE
179,ResUnitSF,1,1,FALSE,-14.8489022,200,1.61051,0,742.44511,4.83E-04,0.002,0,-1.61E-04,0,FALSE
180,ResUnitSF,1,1,FALSE,-72.6984214,200,1.61051,0,3634.92107,4.83E-04,0.002,0,-1.61E-04,0,FALSE
181,ResUnitSF,1,1,FALSE,-202.6343682,200,1.61051,0,10131.71841,4.83E-04,0.002,0,-1.61E-04,0,FALSE
182,ResUnitSF,1,1,FALSE,-160.6322674,200,1.61051,0,8031.61337,4.83E-04,0.002,0,-1.61E-04,0,FALSE
183,ResUnitSF,1,1,FALSE,-5.475734,200,1.61051,0,273.7867,4.83E-04,0.002,0,-1.61E-04,0,FALSE
184,ResUnitSF,1,1,FALSE,-158.4097636,200,1.61051,0,7920.48818,4.83E-04,0.002,0,-1.61E-04,0,FALSE
185,ResUnitSF,1,1,FALSE,-425.7544236,200,1.61051,0,21287.72118,4.83E-04,0.002,0,-1.61E-04,0,FALSE
186,ResUnitSF,1,1,FALSE,-132.383922,200,1.61051,0,6619.1961,4.83E-04,0.002,0,-1.61E-04,0,FALSE
187,ResUnitSF,1,1,FALSE,-117.7604912,200,1.61051,0,5888.02456,4.83E-04,0.002,0,-1.61E-04,0,FALSE
188,ResUnitSF,1,1,FALSE,-113.7342162,200,1.61051,0,5686.71081,4.83E-04,0.002,0,-1.61E-04,0,FALSE
189,ResUnitSF,1,1,FALSE,-84.2618832,200,1.61051,0,4213.09416,4.83E-04,0.002,0,-1.61E-04,0,FALSE
190,ResUnitSF,1,1,FALSE,-21.0654708,200,1.61051,0,1053.27354,4.83E-04,0.002,0,-1.61E-04,0,FALSE
191,ResUnitSF,1,1,FALSE,-1.4172488,200,1.61051,0,70.86244,4.83E-04,0.002,0,-1.61E-04,0,FALSE
192,ResUnitSF,1,1,FALSE,-108.8382658,200,1.61051,0,5441.91329,4.83E-04,0.002,0,-1.61E-04,0,FALSE
193,ResUnitSF,1,1,FALSE,-6.5064604,200,1.61051,0,325.32302,4.83E-04,0.002,0,-1.61E-04,0,FALSE
194,ResUnitSF,1,1,FALSE,-7.4727664,200,1.61051,0,373.63832,4.83E-04,0.002,0,-1.61E-04,0,FALSE
195,ResUnitSF,1,1,FALSE,-21.5164136,200,1.61051,0,1075.82068,4.83E-04,0.002,0,-1.61E-04,0,FALSE
196,ResUnitSF,1,1,FALSE,-45.8673248,200,1.61051,0,2293.36624,4.83E-04,0.002,0,-1.61E-04,0,FALSE
197,ResUnitSF,1,1,FALSE,-15.2676348,200,1.61051,0,763.38174,4.83E-04,0.002,0,-1.61E-04,0,FALSE
198,ResUnitSF,1,1,FALSE,-261.3535628,200,1.61051,0,13067.67814,4.83E-04,0.002,0,-1.61E-04,0,FALSE
199,ResUnitSF,1,1,FALSE,-67.1260568,200,1.61051,0,3356.30284,4.83E-04,0.002,0,-1.61E-04,0,FALSE
200,ResUnitSF,1,1,FALSE,-20.453477,200,1.61051,0,1022.67385,4.83E-04,0.002,0,-1.61E-04,0,FALSE
201,ResUnitSF,1,1,FALSE,-19.0684384,200,1.61051,0,953.42192,4.83E-04,0.002,0,-1.61E-04,0,FALSE
202,ResUnitSF,1,1,FALSE,-14.4301696,200,1.61051,0,721.50848,4.83E-04,0.002,0,-1.61E-04,0,FALSE
203,ResUnitSF,1,1,FALSE,-11.1447292,200,1.61051,0,557.23646,4.83E-04,0.002,0,-1.61E-04,0,FALSE
204,ResUnitSF,1,1,FALSE,-1.127357,200,1.61051,0,56.36785,4.83E-04,0.002,0,-1.61E-04,0,FALSE
205,ResUnitSF,1,1,FALSE,-5.3791034,200,1.61051,0,268.95517,4.83E-04,0.002,0,-1.61E-04,0,FALSE
206,ResUnitSF,1,1,FALSE,-14.2369084,200,1.61051,0,711.84542,4.83E-04,0.002,0,-1.61E-04,0,FALSE
207,ResUnitSF,1,1,FALSE,-9.4053784,200,1.61051,0,470.26892,4.83E-04,0.002,0,-1.61E-04,0,FALSE
208,ResUnitSF,1,1,FALSE,-3.7363832,200,1.61051,0,186.81916,4.83E-04,0.002,0,-1.61E-04,0,FALSE
209,ResUnitSF,1,1,FALSE,-288.4745512,200,1.61051,0,14423.72756,4.83E-04,0.002,0,-1.61E-04,0,FALSE
210,ResUnitSF,1,1,FALSE,-7.6982378,200,1.61051,0,384.91189,4.83E-04,0.002,0,-1.61E-04,0,FALSE
211,ResUnitSF,1,1,FALSE,-5.5401544,200,1.61051,0,277.00772,4.83E-04,0.002,0,-1.61E-04,0,FALSE
212,ResUnitSF,1,1,FALSE,-30.4064288,200,1.61051,0,1520.32144,4.83E-04,0.002,0,-1.61E-04,0,FALSE
213,ResUnitSF,1,1,FALSE,-60.6195964,200,1.61051,0,3030.97982,4.83E-04,0.002,0,-1.61E-04,0,FALSE
214,ResUnitSF,1,1,FALSE,-59.427819,200,1.61051,0,2971.39095,4.83E-04,0.002,0,-1.61E-04,0,FALSE
215,ResUnitSF,1,1,FALSE,-18.2953936,200,1.61051,0,914.76968,4.83E-04,0.002,0,-1.61E-04,0,FALSE
216,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
217,ResUnitSF,1,1,FALSE,-6.4742502,200,1.61051,0,323.71251,4.83E-04,0.002,0,-1.61E-04,0,FALSE
218,ResUnitSF,1,1,FALSE,-8.6001234,200,1.61051,0,430.00617,4.83E-04,0.002,0,-1.61E-04,0,FALSE
219,ResUnitSF,1,1,FALSE,-32.8221938,200,1.61051,0,1641.10969,4.83E-04,0.002,0,-1.61E-04,0,FALSE
220,ResUnitSF,1,1,FALSE,-157.507878,200,1.61051,0,7875.3939,4.83E-04,0.002,0,-1.61E-04,0,FALSE
221,ResUnitSF,1,1,FALSE,-73.5358866,200,1.61051,0,3676.79433,4.83E-04,0.002,0,-1.61E-04,0,FALSE
222,ResUnitSF,1,1,FALSE,-68.5110954,200,1.61051,0,3425.55477,4.83E-04,0.002,0,-1.61E-04,0,FALSE
223,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
224,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
225,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
226,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
227,ResUnitSF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
228,ResUnitSF,1,1,FALSE,-0.0322102,200,1.61051,0,1.61051,4.83E-04,0.002,0,-1.61E-04,0,FALSE
229,ResUnitSF,1,1,FALSE,-17.3612978,200,1.61051,0,868.06489,4.83E-04,0.002,0,-1.61E-04,0,FALSE
-1,ResUnitMF,1,1,FALSE,0,0,1.61051,0,0,0,0,0,-1.61E-04,0,FALSE
1,ResUnitMF,1,1,FALSE,-218.1918948,200,1.61051,0,10909.59474,4.83E-04,0.002,0,-1.61E-04,0,FALSE
2,ResUnitMF,1,1,FALSE,-208.1745226,200,1.61051,0,10408.72613,4.83E-04,0.002,0,-1.61E-04,0,FALSE
3,ResUnitMF,1,1,FALSE,-199.5099788,200,1.61051,0,9975.49894,4.83E-04,0.002,0,-1.61E-04,0,FALSE
4,ResUnitMF,1,1,FALSE,-38.974342,200,1.61051,0,1948.7171,4.83E-04,0.002,0,-1.61E-04,0,FALSE
5,ResUnitMF,1,1,FALSE,-74.4699824,200,1.61051,0,3723.49912,4.83E-04,0.002,0,-1.61E-04,0,FALSE
6,ResUnitMF,1,1,FALSE,-40.3271704,200,1.61051,0,2016.35852,4.83E-04,0.002,0,-1.61E-04,0,FALSE
7,ResUnitMF,1,1,FALSE,-279.584536,200,1.61051,0,13979.2268,4.83E-04,0.002,0,-1.61E-04,0,FALSE
8,ResUnitMF,1,1,FALSE,-136.9255602,200,1.61051,0,6846.27801,4.83E-04,0.002,0,-1.61E-04,0,FALSE
9,ResUnitMF,1,1,FALSE,-143.7219124,200,1.61051,0,7186.09562,4.83E-04,0.002,0,-1.61E-04,0,FALSE
10,ResUnitMF,1,1,FALSE,-77.3366902,200,1.61051,0,3866.83451,4.83E-04,0.002,0,-1.61E-04,0,FALSE
11,ResUnitMF,1,1,FALSE,-168.781448,200,1.61051,0,8439.0724,4.83E-04,0.002,0,-1.61E-04,0,FALSE
12,ResUnitMF,1,1,FALSE,-75.532919,200,1.61051,0,3776.64595,4.83E-04,0.002,0,-1.61E-04,0,FALSE
13,ResUnitMF,1,1,FALSE,-45.6418534,200,1.61051,0,2282.09267,4.83E-04,0.002,0,-1.61E-04,0,FALSE
14,ResUnitMF,1,1,FALSE,-53.1790402,200,1.61051,0,2658.95201,4.83E-04,0.002,0,-1.61E-04,0,FALSE
15,ResUnitMF,1,1,FALSE,-80.3966592,200,1.61051,0,4019.83296,4.83E-04,0.002,0,-1.61E-04,0,FALSE
16,ResUnitMF,1,1,FALSE,-70.4114972,200,1.61051,0,3520.57486,4.83E-04,0.002,0,-1.61E-04,0,FALSE
17,ResUnitMF,1,1,FALSE,-31.1150532,200,1.61051,0,1555.75266,4.83E-04,0.002,0,-1.61E-04,0,FALSE
18,ResUnitMF,1,1,FALSE,-61.0061188,200,1.61051,0,3050.30594,4.83E-04,0.002,0,-1.61E-04,0,FALSE
19,ResUnitMF,1,1,FALSE,-248.4050624,200,1.61051,0,12420.25312,4.83E-04,0.002,0,-1.61E-04,0,FALSE
20,ResUnitMF,1,1,FALSE,-241.1899776,200,1.61051,0,12059.49888,4.83E-04,0.002,0,-1.61E-04,0,FALSE
21,ResUnitMF,1,1,FALSE,-98.2088998,200,1.61051,0,4910.44499,4.83E-04,0.002,0,-1.61E-04,0,FALSE
22,ResUnitMF,1,1,FALSE,-26.2191028,200,1.61051,0,1310.95514,4.83E-04,0.002,0,-1.61E-04,0,FALSE
23,ResUnitMF,1,1,FALSE,-34.0461814,200,1.61051,0,1702.30907,4.83E-04,0.002,0,-1.61E-04,0,FALSE
24,ResUnitMF,1,1,FALSE,-10.5327354,200,1.61051,0,526.63677,4.83E-04,0.002,0,-1.61E-04,0,FALSE
25,ResUnitMF,1,1,FALSE,-297.7188786,200,1.61051,0,14885.94393,4.83E-04,0.002,0,-1.61E-04,0,FALSE
26,ResUnitMF,1,1,FALSE,-227.9193752,200,1.61051,0,11395.96876,4.83E-04,0.002,0,-1.61E-04,0,FALSE
27,ResUnitMF,1,1,FALSE,-66.2885916,200,1.61051,0,3314.42958,4.83E-04,0.002,0,-1.61E-04,0,FALSE
28,ResUnitMF,1,1,FALSE,-0.161051,200,1.61051,0,8.05255,4.83E-04,0.002,0,-1.61E-04,0,FALSE
29,ResUnitMF,1,1,FALSE,-80.0101368,200,1.61051,0,4000.50684,4.83E-04,0.002,0,-1.61E-04,0,FALSE
30,ResUnitMF,1,1,FALSE,-3.9296444,200,1.61051,0,196.48222,4.83E-04,0.002,0,-1.61E-04,0,FALSE
31,ResUnitMF,1,1,FALSE,-0.805255,200,1.61051,0,40.26275,4.83E-04,0.002,0,-1.61E-04,0,FALSE
32,ResUnitMF,1,1,FALSE,-13.045131,200,1.61051,0,652.25655,4.83E-04,0.002,0,-1.61E-04,0,FALSE
33,ResUnitMF,1,1,FALSE,-10.5971558,200,1.61051,0,529.85779,4.83E-04,0.002,0,-1.61E-04,0,FALSE
34,ResUnitMF,1,1,FALSE,-23.4812358,200,1.61051,0,1174.06179,4.83E-04,0.002,0,-1.61E-04,0,FALSE
35,ResUnitMF,1,1,FALSE,-80.203398,200,1.61051,0,4010.1699,4.83E-04,0.002,0,-1.61E-04,0,FALSE
36,ResUnitMF,1,1,FALSE,-23.835548,200,1.61051,0,1191.7774,4.83E-04,0.002,0,-1.61E-04,0,FALSE
37,ResUnitMF,1,1,FALSE,-0.0322102,200,1.61051,0,1.61051,4.83E-04,0.002,0,-1.61E-04,0,FALSE
38,ResUnitMF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
39,ResUnitMF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
40,ResUnitMF,1,1,FALSE,-75.5007088,200,1.61051,0,3775.03544,4.83E-04,0.002,0,-1.61E-04,0,FALSE
41,ResUnitMF,1,1,FALSE,-23.8999684,200,1.61051,0,1194.99842,4.83E-04,0.002,0,-1.61E-04,0,FALSE
42,ResUnitMF,1,1,FALSE,-50.8599058,200,1.61051,0,2542.99529,4.83E-04,0.002,0,-1.61E-04,0,FALSE
43,ResUnitMF,1,1,FALSE,-69.1552994,200,1.61051,0,3457.76497,4.83E-04,0.002,0,-1.61E-04,0,FALSE
44,ResUnitMF,1,1,FALSE,-64.2915592,200,1.61051,0,3214.57796,4.83E-04,0.002,0,-1.61E-04,0,FALSE
45,ResUnitMF,1,1,FALSE,-129.9359468,200,1.61051,0,6496.79734,4.83E-04,0.002,0,-1.61E-04,0,FALSE
46,ResUnitMF,1,1,FALSE,-87.611744,200,1.61051,0,4374.14516,4.83E-04,0.002,0,-1.61E-04,0,FALSE
47,ResUnitMF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
48,ResUnitMF,1,1,FALSE,-53.7588238,200,1.61051,0,2687.94119,4.83E-04,0.002,0,-1.61E-04,0,FALSE
49,ResUnitMF,1,1,FALSE,-2.1580834,200,1.61051,0,107.90417,4.83E-04,0.002,0,-1.61E-04,0,FALSE
50,ResUnitMF,1,1,FALSE,-195.0649712,200,1.61051,0,9568.03991,4.83E-04,0.002,0,-1.61E-04,0,FALSE
51,ResUnitMF,1,1,FALSE,-55.9491174,200,1.61051,0,2797.45587,4.83E-04,0.002,0,-1.61E-04,0,FALSE
52,ResUnitMF,1,1,FALSE,-24.1898602,200,1.61051,0,1209.49301,4.83E-04,0.002,0,-1.61E-04,0,FALSE
53,ResUnitMF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
54,ResUnitMF,1,1,FALSE,-25.9614212,200,1.61051,0,1298.07106,4.83E-04,0.002,0,-1.61E-04,0,FALSE
55,ResUnitMF,1,1,FALSE,-223.1522656,200,1.61051,0,1127.357,4.83E-04,0.002,0,-1.61E-04,0,FALSE
56,ResUnitMF,1,1,FALSE,-365.424719,200,1.61051,0,18271.23595,4.83E-04,0.002,0,-1.61E-04,0,FALSE
57,ResUnitMF,1,1,FALSE,-166.2690524,200,1.61051,0,8300.56854,4.83E-04,0.002,0,-1.61E-04,0,FALSE
58,ResUnitMF,1,1,FALSE,-78.1741554,200,1.61051,0,3908.70777,4.83E-04,0.002,0,-1.61E-04,0,FALSE
59,ResUnitMF,1,1,FALSE,-160.3745858,200,1.61051,0,8018.72929,4.83E-04,0.002,0,-1.61E-04,0,FALSE
60,ResUnitMF,1,1,FALSE,-193.3578306,200,1.61051,0,9667.89153,4.83E-04,0.002,0,-1.61E-04,0,FALSE
61,ResUnitMF,1,1,FALSE,-188.5585108,200,1.61051,0,9427.92554,4.83E-04,0.002,0,-1.61E-04,0,FALSE
62,ResUnitMF,1,1,FALSE,-47.9609878,200,1.61051,0,2398.04939,4.83E-04,0.002,0,-1.61E-04,0,FALSE
63,ResUnitMF,1,1,FALSE,-71.5710644,200,1.61051,0,3546.34302,4.83E-04,0.002,0,-1.61E-04,0,FALSE
64,ResUnitMF,1,1,FALSE,-41.390107,200,1.61051,0,2069.50535,4.83E-04,0.002,0,-1.61E-04,0,FALSE
65,ResUnitMF,1,1,FALSE,0,200,1.61051,0,0,4.83E-04,0.002,0,-1.61E-04,0,FALSE
66,ResUnitMF,1,1,FALSE,-45.09428,200,1.61051,0,2254.714,4.83E-04,0.002,0,-1.61E-04,0,FALSE
67,ResUnitMF,1,1,FALSE,-4.348377,200,1.61051,0,172.32457,4.83E-04,0.002,0,-1.61E-04,0,FALSE
68,ResUnitMF,1,1,FALSE,-35.753322,200,1.61051,0,1774.78202,4.83E-04,0.002,0,-1.61E-04,0,FALSE
69,ResUnitMF,1,1,FALSE,-215.7439196,200,1.61051,0,10767.86986,4.83E-04,0.002,0,-1.61E-04,0,FALSE
70,ResUnitMF,1,1,FALSE,-726.7587426,200,1.61051,0,36289.62183,4.83E-04,0.002,0,-1.61E-04,0,FALSE
71,ResUnitMF,1,1,FALSE,-92.0245414,200,1.61051,0,4559.35381,4.83E-04,0.002,0,-1.61E-04,0,FALSE
72,ResUnitMF,1,1,FALSE,-4.992581,200,1.61051,0,249.62905,4.83E-04,0.002,0,-1.61E-04,0,FALSE
73,ResUnitMF,1,1,FALSE,-109.2569984,200,1.61051,0,5459.6289,4.83E-04,0.002,0,-1.61E-04,0,FALSE
74,ResUnitMF,1,1,FALSE,-101.4299198,200,1.61051,0,5071.49599,4.83E-04,0.002,0,-1.61E-04,0,FALSE
75,ResUnitMF,1,1,FALSE,-193.7121428,200,1.61051,0,9503.61951,4.83E-04,0.002,0,-1.61E-04,0,FALSE
76,ResUnitMF,1,1,FALSE,-100.7857158,200,1.61051,0,5039.28579,4.83E-04,0.002,0,-1.61E-04,0,FALSE
77,ResUnitMF,1,1,FALSE,-254.782682,200,1.61051,0,12713.36594,4.83E-04,0.002,0,-1.61E-04,0,FALSE
78,ResUnitMF,1,1,FALSE,-138.6327008,200,1.61051,0,6931.63504,4.83E-04,0.002,0,-1.61E-04,0,FALSE
79,ResUnitMF,1,1,FALSE,-112.5424388,200,1.61051,0,5627.12194,4.83E-04,0.002,0,-1.61E-04,0,FALSE
80,ResUnitMF,1,1,FALSE,-148.3923914,200,1.61051,0,7419.61957,4.83E-04,0.002,0,-1.61E-04,0,FALSE
81,ResUnitMF,1,1,FALSE,-94.3114656,200,1.61051,0,4715.57328,4.83E-04,0.002,0,-1.61E-04,0,FALSE
82,ResUnitMF,1,1,FALSE,0,200,1.61051,0,236.74497,4.83E-04,0.002,0,-1.61E-04,0,FALSE
83,ResUnitMF,1,1,FALSE,-64.0338776,200,1.61051,0,3201.69388,4.83E-04,0.002,0,-1.61E-04,0,FALSE
84,ResUnitMF,1,1,FALSE,-367.679433,200,1.61051,0,18319.55125,4.83E-04,0.002,0,-1.61E-04,0,FALSE
85,ResUnitMF,1,1,FALSE,-622.301064,200,1.61051,0,31095.72708,4.83E-04,0.002,0,-1.61E-04,0,FALSE
86,ResUnitMF,1,1,FALSE,-469.4314548,200,1.61051,0,23468.35172,4.83E-04,0.002,0,-1.61E-04,0,FALSE
87,ResUnitMF,1,1,FALSE,-451.264902,200,1.61051,0,22543.91898,4.83E-04,0.002,0,-1.61E-04,0,FALSE
88,ResUnitMF,1,1,FALSE,-752.7201638,200,1.61051,0,37623.12411,4.83E-04,0.002,0,-1.61E-04,0,FALSE
89,ResUnitMF,1,1,FALSE,-146.878512,200,1.61051,0,7343.9256,4.83E-04,0.002,0,-1.61E-04,0,FALSE
90,ResUnitMF,1,1,FALSE,-188.590721,200,1.61051,0,9429.53605,4.83E-04,0.002,0,-1.61E-04,0,FALSE
91,ResUnitMF,1,1,FALSE,-4.509428,200,1.61051,0,225.4714,4.83E-04,0.002,0,-1.61E-04,0,FALSE
92,ResUnitMF,1,1,FALSE,-26.8633068,200,1.61051,0,1343.16534,4.83E-04,0.002,0,-1.61E-04,0,FALSE
93,ResUnitMF,1,1,FALSE,-852.281892,200,1.61051,0,42498.13788,4.83E-04,0.002,0,-1.61E-04,0,FALSE
94,ResUnitMF,1,1,FALSE,-458.3833562,200,1.61051,0,22906.28373,4.83E-04,0.002,0,-1.61E-04,0,FALSE
95,ResUnitMF,1,1,FALSE,-135.0573686,200,1.61051,0,6736.76333,4.83E-04,0.002,0,-1.61E-04,0,FALSE
96,ResUnitMF,1,1,FALSE,-342.072324,200,1.61051,0,17090.73212,4.83E-04,0.002,0,-1.61E-04,0,FALSE
97,ResUnitMF,1,1,FALSE,-2.737867,200,1.61051,0,136.89335,4.83E-04,0.002,0,-1.61E-04,0,FALSE
98,ResUnitMF,1,1,FALSE,-155.575266,200,1.61051,0,7778.7633,4.83E-04,0.002,0,-1.61E-04,0,FALSE
99,ResUnitMF,1,1,FALSE,-169.4900724,200,1.61051,0,8450.34597,4.83E-04,0.002,0,-1.61E-04,0,FALSE
