Origin,Destination,dist_da_t_op,time_da_t_op,toll_op,hbw_lo_pk,hbw_med_pk,hbw_hi_pk,hbc_hi_op,hbs_hi_op,hbo_hi_op,nhb_hi_op
103,99,7.7,12.8,0,-0.862,-0.736,-0.658,-0.352,0.275,-0.179,-0.454
103,100,6.4,11.4,0,-0.634,-0.592,-0.574,-0.297,0.345,-0.117,-0.368
103,101,6.7,14.3,0,-0.804,-0.683,-0.628,-0.342,0.314,-0.152,-0.415
103,102,8.7,19.4,0,-1.449,-0.986,-0.835,-0.494,0.146,-0.288,-0.611
103,103,0.9,3.9,0,0.658,-0.182,-0.476,-0.304,0.955,-0.115,-0.496
103,104,3,6.5,0,0.625,0,-0.267,-0.091,0.586,0.11,-0.104
103,105,2.3,6.6,0,0.121,-0.171,-0.343,-0.157,0.573,0.036,-0.201
103,106,2.3,6.8,0,0.178,-0.11,-0.264,-0.118,0.676,0.091,-0.123
103,107,2.5,6.6,0,0.373,-0.01,-0.222,-0.105,0.882,0.106,-0.104
103,108,4.9,9.3,0,-0.287,-0.392,-0.451,-0.233,0.426,-0.058,-0.304
103,109,7.1,12.3,0,-0.701,-0.626,-0.595,-0.332,0.31,-0.158,-0.433
103,110,10.2,16.6,0,-1.169,-0.941,-0.806,-0.49,0.154,-0.314,-0.637
103,111,10.5,15.7,0,-1.326,-0.945,-0.759,-0.465,0.16,-0.248,-0.608
103,112,7.7,12.2,0,-0.784,-0.675,-0.598,-0.346,0.278,-0.148,-0.468
103,113,6,10.5,0,-0.408,-0.462,-0.498,-0.288,0.346,-0.119,-0.385
103,114,8.5,13.2,0,-0.818,-0.7,-0.635,-0.387,0.234,-0.215,-0.51
103,115,13.4,18.3,0,-1.375,-1.106,-0.888,-0.561,0.043,-0.349,-0.76
103,116,9.1,13.6,0,-0.684,-0.692,-0.676,-0.414,0.207,-0.252,-0.572
103,117,11,15.6,0,-1.311,-0.985,-0.798,-0.471,0.145,-0.258,-0.626
103,118,11.3,16.4,0,-0.878,-0.81,-0.736,-0.492,0.124,-0.328,-0.671
103,119,17.7,23.9,0.311,-2.525,-1.609,-1.005,-0.763,-0.167,-0.552,-1.025
103,120,12.8,18.7,0,-1.535,-1.139,-0.913,-0.551,0.062,-0.334,-0.749
103,121,18.5,23.6,1.194,-2.352,-1.587,-0.977,-0.742,-0.173,-0.556,-1.028
103,122,18.8,22.7,0,-2.19,-1.62,-1.205,-0.811,-0.194,-0.62,-1.111
103,123,15,18.8,0,-1.202,-1.067,-0.9,-0.625,-0.015,-0.461,-0.855
103,124,13.5,17.9,0,-0.994,-0.938,-0.83,-0.569,0.041,-0.4,-0.772
103,125,12.5,16.5,0,-1.237,-0.983,-0.816,-0.545,0.069,-0.379,-0.73
103,126,15.2,21.2,0,-2.122,-1.392,-1.05,-0.708,-0.085,-0.531,-0.95
103,127,14.2,20.5,0,-2.461,-1.353,-0.983,-0.665,-0.034,-0.476,-0.862
103,128,13.8,20.6,0,-1.333,-1.112,-0.925,-0.624,-0.012,-0.466,-0.861
103,129,13.3,18.8,0,-1.344,-1.063,-0.866,-0.591,0.025,-0.423,-0.788
103,130,10.8,19.6,0,-1.644,-1.156,-0.932,-0.583,0.024,-0.414,-0.795
103,131,7.6,15,0,-0.953,-0.761,-0.671,-0.42,0.206,-0.23,-0.543
103,132,5.3,10.4,0,-0.504,-0.516,-0.515,-0.273,0.368,-0.097,-0.349
103,133,6.1,13.7,0,-1.394,-0.971,-0.817,-0.431,0.198,-0.24,-0.544
103,134,9.1,15.4,0,-0.992,-0.82,-0.731,-0.427,0.199,-0.256,-0.57
103,135,9,12.8,0,-0.88,-0.717,-0.648,-0.389,0.234,-0.217,-0.498
103,136,10.7,15.4,0,-1.083,-0.884,-0.767,-0.472,0.157,-0.301,-0.628
103,137,12.8,17,0,-1.476,-1.1,-0.907,-0.555,0.067,-0.384,-0.756
103,138,15.1,18.8,0,-1.827,-1.327,-1.049,-0.667,-0.044,-0.491,-0.886
103,139,15.6,19.2,0,-1.82,-1.356,-1.076,-0.679,-0.062,-0.511,-0.931
103,140,17.7,20.7,0,-2.194,-1.508,-1.137,-0.728,-0.111,-0.56,-0.979
103,141,14.8,18.6,0,-1.674,-1.271,-1.022,-0.631,-0.016,-0.466,-0.85
103,142,17.3,21.6,0,-2.105,-1.519,-1.166,-0.74,-0.124,-0.574,-1.006
103,143,17.5,20.8,0,-2.492,-1.556,-1.138,-0.753,-0.129,-0.574,-0.997
103,144,18,22.1,0,-2.239,-1.519,-1.149,-0.776,-0.153,-0.599,-1.028
103,145,19.3,24.6,0,-3.226,-1.795,-1.282,-0.868,-0.24,-0.683,-1.14
103,146,18.9,23.1,0,-3.169,-1.758,-1.244,-0.829,-0.201,-0.643,-1.094
103,147,12.5,16.5,0,-1.832,-1.166,-0.893,-0.542,0.083,-0.363,-0.703
103,148,15.9,20.6,0,-2.358,-1.443,-1.075,-0.691,-0.066,-0.51,-0.886
103,149,16.2,20.8,0,-2.477,-1.45,-1.068,-0.687,-0.054,-0.501,-0.88
103,150,13.6,17.6,0,-1.913,-1.255,-0.96,-0.585,0.044,-0.407,-0.773
103,151,12.1,16,0,-1.735,-1.137,-0.875,-0.53,0.098,-0.354,-0.703
103,152,10.6,14.9,0,-1.429,-0.969,-0.762,-0.456,0.166,-0.24,-0.592
103,153,13.1,18,0,-2.15,-1.253,-0.875,-0.589,0.038,-0.378,-0.765
103,154,16.7,21.1,0.963,-2.802,-1.608,-0.857,-0.709,-0.165,-0.547,-1.022
103,155,65.5,75.4,0,-10.782,-5.513,-3.664,-2.683,-2.2,-2.555,-3.753
103,156,53.3,59.2,0,-8.268,-4.407,-3.017,-2.241,-1.652,-2.012,-2.951
103,157,53.9,56.4,0,-8.428,-4.24,-2.76,-1.966,-1.483,-1.838,-2.784
103,158,51.1,52.3,0,-7.123,-4.118,-2.687,-1.942,-1.46,-1.814,-2.718
103,159,55.8,58.8,0,-6.761,-4.496,-2.963,-2.152,-1.67,-2.026,-3.035
103,160,51.7,55,0,-6.953,-4.2,-2.767,-1.994,-1.512,-1.867,-2.812
103,161,46.7,49.7,0,-6.842,-3.943,-2.603,-1.85,-1.368,-1.724,-2.624
103,162,45.5,48.7,0,-5.563,-3.681,-2.476,-1.721,-1.245,-1.6,-2.456
103,163,45,51.7,0,-6.748,-3.759,-2.498,-1.761,-1.246,-1.606,-2.461
103,164,41.8,48.4,0,-5.903,-3.592,-2.458,-1.759,-1.144,-1.523,-2.344
103,165,42,53,0,-6.67,-3.894,-2.67,-1.926,-1.312,-1.687,-2.532
103,166,39.9,42.9,0,-6.65,-3.427,-2.267,-1.562,-1.079,-1.434,-2.233
103,167,36.6,39.5,0,-6.089,-3.127,-2.071,-1.396,-0.913,-1.268,-2.015
103,168,42.6,47.2,0,-7.008,-3.598,-2.392,-1.619,-1.137,-1.492,-2.316
103,169,39.9,42.5,0,-4.307,-3.251,-2.246,-1.495,-1.027,-1.385,-2.174
103,170,30.9,34.3,0,-3.754,-2.551,-1.618,-1.261,-0.655,-1.042,-1.683
103,171,25.3,31.7,0,-3.78,-2.222,-1.34,-1.075,-0.457,-0.844,-1.395
103,172,26,33.5,0,-4.553,-2.579,-1.836,-1.143,-0.525,-0.907,-1.501
103,173,32.4,39.7,0,-5.607,-2.994,-1.885,-1.432,-0.814,-1.197,-1.887
103,174,33.2,37.2,0.011,-4.934,-2.747,-1.678,-1.349,-0.738,-1.122,-1.793
103,175,29.4,32,0,-4.962,-2.561,-1.55,-1.236,-0.621,-1.002,-1.631
103,176,36.9,44.6,0,-5.835,-3.168,-1.963,-1.532,-0.918,-1.298,-2.034
103,177,51.9,62.1,0,-7.484,-4.648,-3.157,-2.258,-1.68,-2.053,-3.051
103,178,45.6,58.5,0,-7.561,-4.234,-2.895,-2.069,-1.454,-1.835,-2.786
103,179,32.2,39.1,0,-5.432,-2.861,-1.943,-1.366,-0.751,-1.13,-1.808
103,180,36,47,0,-6.235,-3.381,-2.187,-1.571,-0.953,-1.346,-2.085
103,181,37.6,50.8,0,-6.207,-3.612,-2.282,-1.674,-1.06,-1.449,-2.229
103,182,39.4,58.6,0,-7.657,-4.102,-2.614,-1.83,-1.205,-1.626,-2.436
103,183,30.4,46.5,0,-6.588,-3.733,-2.753,-1.544,-0.914,-1.359,-2.072
103,184,23.2,28.2,0,-3.947,-2.229,-1.577,-1.071,-0.444,-0.883,-1.402
103,185,20.8,24.4,0,-2.838,-1.817,-1.314,-0.879,-0.258,-0.703,-1.167
103,186,23.5,26.8,0,-3.799,-2.12,-1.481,-0.997,-0.372,-0.815,-1.328
103,187,22.4,28.5,0,-3.835,-2.11,-1.498,-0.973,-0.346,-0.796,-1.349
103,188,20.1,27.3,0,-3.44,-1.897,-1.356,-0.902,-0.278,-0.713,-1.178
103,189,29.2,41.6,0.098,-5.228,-2.899,-1.971,-1.431,-0.8,-1.242,-1.895
103,190,24,29.5,1.056,-4.096,-2.14,-1.186,-0.949,-0.465,-0.824,-1.383
103,191,23,26,0.385,-3.235,-1.952,-1.096,-0.861,-0.359,-0.75,-1.285
103,192,17.3,20.7,0,-2.566,-1.57,-1.143,-0.746,-0.125,-0.572,-0.991
103,193,44.4,60.4,0,-5.186,-3.007,-2.061,-1.475,-0.858,-1.298,-1.976
103,194,49.1,54.4,0,-9.855,-4.98,-3.308,-2.185,-1.554,-1.996,-2.92
103,195,38.8,41.4,0,-7.217,-3.639,-2.414,-1.797,-1.167,-1.609,-2.396
103,196,49.6,54.1,0,-6.975,-3.649,-2.462,-1.825,-1.199,-1.636,-2.429
103,197,37.5,43.1,0,-6.427,-3.371,-2.321,-1.587,-0.956,-1.397,-2.112
103,198,29.7,32.3,0,-4.673,-2.593,-1.762,-1.242,-0.615,-1.077,-1.736
103,199,61.9,69.8,0,-10.143,-5.147,-3.424,-2.578,-1.947,-2.389,-3.445
103,200,54.1,73.3,0,-8.144,-4.408,-2.834,-2.183,-1.567,-1.959,-2.983
103,201,73.5,98.7,0,-14.322,-7.425,-5.002,-3.543,-2.926,-3.311,-4.755
103,202,67,88.2,0,-11.36,-5.808,-3.859,-2.738,-2.255,-2.609,-3.827
103,203,74.2,99.5,0,-12.952,-6.721,-4.53,-3.179,-2.563,-2.946,-4.262
103,204,98.7,122.6,0,-14.3,-7.434,-5.022,-3.551,-2.935,-3.318,-4.766
103,205,96.2,119.2,0,-16.332,-8.349,-5.596,-4.251,-3.621,-4.063,-5.73
103,206,93.2,109.4,0,-12.134,-6.205,-4.167,-3.135,-2.504,-2.946,-4.204
103,207,78.1,92.7,0,-13.653,-6.957,-4.654,-3.521,-2.891,-3.332,-4.721
103,208,64.1,76.5,0,-9.591,-4.948,-3.355,-2.49,-1.86,-2.301,-3.33
103,209,90.3,109.8,0,-14.985,-7.676,-5.155,-3.902,-3.271,-3.711,-5.225
103,210,70.6,72.4,0,-10.942,-5.393,-3.487,-2.699,-2.069,-2.51,-3.615
103,211,47.1,62.8,0,-8.998,-4.546,-3.019,-2.27,-1.64,-2.081,-3.028
103,212,65.1,64.8,0,-10.345,-5.089,-3.278,-2.537,-1.906,-2.349,-3.384
103,213,72.5,70.4,0,-11.647,-5.682,-3.631,-2.834,-2.204,-2.646,-3.788
103,214,56.9,61.4,0,-9.631,-4.897,-3.25,-2.402,-1.771,-2.218,-3.256
103,215,41.4,61.6,0,-7.36,-3.952,-2.779,-1.973,-1.342,-1.784,-2.633
103,216,4.4,10.7,0,0.203,-0.192,-0.384,-0.188,0.539,0.02,-0.211
103,217,40.1,47.8,0,-7.19,-3.839,-2.633,-1.841,-1.226,-1.592,-2.438
103,218,32.4,39.5,0,-3.285,-2.391,-1.957,-1.375,-0.776,-1.148,-1.845
103,219,30.9,38.6,0,-3.04,-2.233,-1.871,-1.322,-0.723,-1.097,-1.768
103,220,27,34.9,0,-2.962,-2.124,-1.726,-1.169,-0.569,-0.947,-1.565
103,221,24.8,32.1,0,-3.403,-2.304,-1.716,-1.089,-0.48,-0.863,-1.453
103,222,22.3,27.7,0,-2.919,-1.935,-1.537,-0.965,-0.359,-0.745,-1.289
103,223,15,20.5,0,-2.753,-1.719,-1.332,-0.684,-0.056,-0.496,-0.885
103,224,13.8,19.4,0,-1.403,-1.531,-1.492,-0.799,-0.195,-0.662,-1.134
103,225,12.8,17.3,0,-1.024,-1.093,-1.072,-0.551,0.048,-0.399,-0.762
103,226,5.7,9.7,0,-0.501,-0.5,-0.511,-0.278,0.36,-0.107,-0.384
103,227,8.6,12.3,0,-0.861,-0.734,-0.667,-0.378,0.231,-0.218,-0.516
103,228,10.4,14.2,0,-1.332,-0.93,-0.74,-0.463,0.163,-0.286,-0.604
103,229,15.5,18.8,0,-1.543,-1.196,-0.949,-0.652,-0.035,-0.475,-0.88
103,230,133.3,164.2,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,231,503.3,539.2,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,232,1672.5,1870.4,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,233,1653.9,1796.4,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,234,33.8,177.7,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,235,7553.3,8219.2,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
103,236,8053.3,8819.2,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
104,1,40.1,46,0,-4.68,-3.194,-2.425,-1.661,-1.051,-1.419,-2.161
104,2,40.5,46.8,0,-5.46,-3.478,-2.494,-1.68,-1.068,-1.432,-2.175
104,3,44.5,52.9,0,-5.965,-3.885,-2.724,-1.853,-1.274,-1.632,-2.451
104,4,47.6,52,0,-6.643,-3.998,-2.682,-1.807,-1.314,-1.662,-2.494
104,5,42.3,47.8,0,-5.727,-3.662,-2.546,-1.699,-1.132,-1.484,-2.259
104,6,43.1,46.6,0,-6.666,-3.747,-2.487,-1.655,-1.13,-1.477,-2.247
104,7,43.8,45.3,0,-5.739,-3.605,-2.404,-1.581,-1.109,-1.458,-2.218
104,8,45,48.9,0,-6.012,-3.819,-2.557,-1.673,-1.206,-1.556,-2.353
104,9,44.1,47.7,0,-5.843,-3.698,-2.471,-1.613,-1.147,-1.499,-2.274
104,10,41.4,44,0,-6.297,-3.528,-2.338,-1.518,-1.048,-1.392,-2.128
104,11,37.1,43.3,0,-4.328,-2.957,-2.28,-1.542,-0.932,-1.301,-2
104,12,36.3,42.7,0,-4.939,-3.163,-2.345,-1.557,-0.944,-1.306,-1.999
104,13,38.2,46.1,0,-5.615,-3.442,-2.441,-1.618,-1.016,-1.375,-2.103
104,14,34.2,40.9,0,-4.95,-3.045,-2.231,-1.447,-0.833,-1.197,-1.86
104,15,35.5,44.2,0,-5.655,-3.325,-2.346,-1.528,-0.922,-1.283,-1.972
104,16,32.8,42,0,-5.675,-3.17,-2.239,-1.421,-0.805,-1.173,-1.825
104,17,38.9,40.7,0,-5.281,-3.315,-2.122,-1.413,-0.952,-1.298,-2.003
104,18,36.1,37.8,0,-4.994,-2.949,-1.731,-1.26,-0.794,-1.142,-1.79
104,19,38.9,40.5,0,-5.518,-3.252,-2.161,-1.394,-0.925,-1.274,-1.969
104,20,37.6,41.6,0,-5.749,-3.279,-2.013,-1.434,-0.937,-1.289,-2.005
104,21,35.1,35.9,0.021,-5.081,-2.919,-1.799,-1.226,-0.762,-1.108,-1.745
104,22,35.8,38.1,0,-5.239,-3.065,-2.038,-1.301,-0.833,-1.181,-1.845
104,23,32.9,33.5,0.107,-4.043,-2.643,-1.552,-1.131,-0.666,-1.016,-1.626
104,24,29.6,31.4,0.028,-3.373,-2.377,-1.474,-1.09,-0.529,-0.902,-1.456
104,25,32.5,34.2,0.006,-3.768,-2.633,-1.728,-1.192,-0.667,-1.034,-1.638
104,26,34.2,37.2,0,-4.199,-2.835,-1.906,-1.29,-0.748,-1.118,-1.746
104,27,30.9,31.6,0,-4.043,-2.557,-1.734,-1.153,-0.582,-0.956,-1.522
104,28,35.4,40.5,0,-4.831,-2.996,-1.86,-1.403,-0.813,-1.184,-1.829
104,29,29.1,35.7,0,-5.137,-2.858,-2.025,-1.262,-0.648,-1.015,-1.608
104,30,28.9,36.9,0,-5.132,-2.86,-2.039,-1.251,-0.635,-1.008,-1.597
104,31,30.7,39.7,0,-5.509,-3.019,-2.106,-1.321,-0.705,-1.077,-1.69
104,32,27,33,0,-4.909,-2.69,-1.904,-1.155,-0.539,-0.909,-1.463
104,33,24.4,27.8,0,-4.468,-2.463,-1.747,-1.018,-0.401,-0.778,-1.281
104,34,23,27.4,0,-3.298,-2.306,-1.755,-0.992,-0.377,-0.774,-1.291
104,35,22.9,28.4,0,-3.868,-2.166,-1.375,-0.904,-0.309,-0.686,-1.154
104,36,25.2,30.6,0,-4.023,-2.222,-1.269,-0.989,-0.394,-0.768,-1.261
104,37,28.6,33.1,0,-4.444,-2.468,-1.474,-1.097,-0.505,-0.878,-1.413
104,38,27.1,33.7,0,-4.55,-2.562,-1.512,-1.156,-0.561,-0.938,-1.497
104,39,33,35.9,0,-5.337,-2.821,-1.743,-1.257,-0.656,-1.031,-1.654
104,40,25.5,27.5,0.048,-3.26,-2.093,-1.228,-0.886,-0.392,-0.742,-1.243
104,41,27,29.2,0,-4.026,-2.315,-1.499,-1.016,-0.422,-0.795,-1.299
104,42,25,26.7,0,-3.661,-2.152,-1.362,-0.931,-0.338,-0.712,-1.191
104,43,22.5,24.7,0,-3.317,-1.958,-1.108,-0.854,-0.262,-0.639,-1.089
104,44,20.8,23.4,0.092,-3.103,-1.828,-1.019,-0.732,-0.197,-0.564,-0.996
104,45,21.4,26.1,0.003,-3.292,-1.939,-1.119,-0.811,-0.249,-0.625,-1.067
104,46,25.9,31,0.001,-4.203,-2.306,-1.356,-0.999,-0.422,-0.79,-1.295
104,47,22.7,30.3,0.01,-4.392,-2.386,-1.435,-0.958,-0.403,-0.802,-1.288
104,48,24.6,31,0,-4.254,-2.474,-1.586,-1.04,-0.421,-0.827,-1.33
104,49,23.4,27,0,-4.338,-2.43,-1.743,-1.003,-0.385,-0.763,-1.255
104,50,21.2,25.2,0,-3.243,-2.132,-1.609,-0.9,-0.282,-0.685,-1.125
104,51,18.9,23,0,-2.943,-2.006,-1.551,-0.815,-0.193,-0.612,-1.02
104,52,21.3,24.5,0,-3.158,-2.113,-1.593,-0.885,-0.271,-0.668,-1.12
104,53,18.2,23.8,0,-2.571,-1.854,-1.497,-0.789,-0.176,-0.612,-1.007
104,54,16.6,21.8,0,-2.574,-1.791,-1.421,-0.739,-0.124,-0.558,-0.927
104,55,16.5,21.2,0,-1.841,-1.527,-1.338,-0.702,-0.079,-0.532,-0.894
104,56,15.5,19.6,0,-1.815,-1.423,-1.232,-0.642,-0.02,-0.472,-0.809
104,57,15.3,19.7,0,-2.05,-1.578,-1.321,-0.687,-0.066,-0.523,-0.873
104,58,14.6,17.8,0,-2.5,-1.555,-1.184,-0.608,0.018,-0.427,-0.737
104,59,18.4,22,0.009,-2.825,-1.648,-0.918,-0.585,-0.13,-0.496,-0.898
104,60,17,19.9,0.004,-2.474,-1.518,-0.986,-0.612,-0.057,-0.472,-0.82
104,61,17.3,22.9,0.001,-2.873,-1.846,-1.327,-0.755,-0.153,-0.568,-0.951
104,62,18.1,23.4,0.003,-2.777,-1.974,-1.352,-0.73,-0.188,-0.55,-0.974
104,63,19.3,23,0,-3.324,-1.81,-1.027,-0.75,-0.149,-0.534,-0.929
104,64,17.6,21.1,0,-2.8,-1.622,-1.063,-0.692,-0.073,-0.502,-0.827
104,65,15.5,18.4,0,-2.801,-1.628,-1.219,-0.725,-0.101,-0.538,-0.883
104,66,14.4,16.8,0,-2.949,-1.632,-1.163,-0.675,-0.048,-0.488,-0.811
104,67,20.3,26.2,0,-3.854,-2.142,-1.515,-0.93,-0.302,-0.743,-1.159
104,68,15.6,20.4,0,-2.324,-1.576,-1.261,-0.663,-0.029,-0.471,-0.811
104,69,15.6,24.9,0,-2.575,-1.736,-1.38,-0.728,-0.1,-0.555,-0.92
104,70,12.1,18.4,0,-1.538,-1.103,-0.958,-0.528,0.104,-0.345,-0.638
104,71,11.2,17.4,0,-1.749,-1.143,-0.932,-0.503,0.129,-0.323,-0.616
104,72,10,14.2,0,-1.668,-1.099,-0.893,-0.453,0.185,-0.259,-0.528
104,73,12.6,16.9,0,-1.993,-1.289,-1.025,-0.536,0.091,-0.355,-0.646
104,74,12.2,16,0,-1.735,-1.127,-0.917,-0.497,0.13,-0.318,-0.589
104,75,10.6,14.8,0,-1.359,-0.942,-0.823,-0.439,0.194,-0.244,-0.498
104,76,10.7,14.7,0,-1.578,-1.033,-0.847,-0.461,0.173,-0.279,-0.544
104,77,8.7,13.5,0,-1.169,-0.856,-0.766,-0.484,0.27,-0.206,-0.458
104,78,9.1,14.1,0,-1.462,-0.913,-0.755,-0.403,0.222,-0.213,-0.464
104,79,11,14.4,0,-1.6,-1.059,-0.851,-0.442,0.183,-0.265,-0.515
104,80,9.3,12.9,0,-1.301,-0.862,-0.714,-0.379,0.258,-0.191,-0.416
104,81,11.7,15,0,-2.129,-1.268,-0.947,-0.465,0.166,-0.279,-0.54
104,82,18.5,21.7,0,-3.141,-1.718,-1.199,-0.799,-0.17,-0.612,-0.979
104,83,13.9,17.9,0,-2.117,-1.27,-0.938,-0.573,0.053,-0.393,-0.685
104,84,10.4,14.9,0,-1.459,-0.904,-0.702,-0.42,0.215,-0.212,-0.437
104,85,8.1,12.1,0,-1.1,-0.787,-0.687,-0.337,0.296,-0.176,-0.392
104,86,10.1,14.9,0,-1.629,-1.296,-1.084,-0.649,0.161,-0.364,-0.696
104,87,7.4,12.2,0,-1.006,-0.688,-0.575,-0.322,0.349,-0.131,-0.318
104,88,5.6,9.7,0,-0.649,-0.484,-0.446,-0.215,0.445,-0.02,-0.195
104,89,6.7,10.1,0,-0.904,-0.623,-0.534,-0.266,0.375,-0.086,-0.279
104,90,6.4,9.6,0,-0.784,-0.558,-0.495,-0.244,0.392,-0.066,-0.255
104,91,7.6,14.7,0,-1.144,-0.899,-0.834,-0.436,0.199,-0.259,-0.525
104,92,4,9.4,0,-0.416,-0.347,-0.372,-0.178,0.484,0.014,-0.156
104,93,5.5,9.9,0,-0.524,-0.444,-0.469,-0.234,0.421,-0.047,-0.233
104,94,5.6,10.8,0,-0.696,-0.586,-0.581,-0.274,0.39,-0.101,-0.299
104,95,6.4,10.5,0,-0.77,-0.598,-0.596,-0.268,0.38,-0.077,-0.274
104,96,4.4,8,0,-0.604,-0.547,-0.567,-0.222,0.442,-0.04,-0.234
104,97,6.1,12.2,0,-1.113,-0.882,-0.813,-0.447,0.197,-0.215,-0.66
104,98,7,11.2,0,-0.807,-0.641,-0.624,-0.289,0.355,-0.107,-0.312
104,99,10.3,15,0,-1.518,-0.992,-0.826,-0.429,0.205,-0.246,-0.507
104,100,9.1,13.6,0,-1.284,-0.867,-0.749,-0.376,0.279,-0.187,-0.42
104,101,9.8,17,0,-1.368,-0.924,-0.788,-0.472,0.201,-0.254,-0.514
104,102,11.9,22.2,0,-1.888,-1.236,-0.987,-0.601,0.032,-0.405,-0.716
104,103,3,7.1,0,-0.217,-0.51,-0.593,-0.326,1.107,0.025,-0.105
104,104,1.1,3.1,0,0.819,0.286,0.018,0.028,0.98,0.253,0.119
104,105,3.9,8,0,-0.276,-0.335,-0.411,-0.203,0.456,-0.003,-0.164
104,106,2.6,7,0,-0.036,-0.135,-0.227,-0.095,0.663,0.117,-0.024
104,107,1.5,4.3,0,0.503,0.137,-0.063,0.001,1.063,0.211,0.086
104,108,2.9,6.7,0,-0.008,-0.163,-0.247,-0.069,0.869,0.12,-0.02
104,109,5.8,10.9,0,-0.67,-0.516,-0.472,-0.241,0.418,-0.055,-0.233
104,110,8.3,15.1,0,-0.99,-0.736,-0.641,-0.379,0.302,-0.191,-0.383
104,111,7.8,12.6,0,-1.011,-0.711,-0.571,-0.328,0.318,-0.145,-0.333
104,112,4.8,9.8,0,-0.517,-0.448,-0.423,-0.206,0.48,-0.019,-0.178
104,113,3.4,7,0,-0.089,-0.2,-0.276,-0.122,0.629,0.081,-0.056
104,114,5.9,9.7,0,-0.555,-0.446,-0.422,-0.234,0.407,-0.051,-0.212
104,115,10.8,15.2,0,-1.304,-0.9,-0.697,-0.425,0.197,-0.207,-0.475
104,116,6.5,10.1,0,-0.585,-0.491,-0.485,-0.261,0.376,-0.09,-0.268
104,117,8.5,12.5,0,-1.116,-0.76,-0.615,-0.337,0.296,-0.143,-0.357
104,118,8.7,12.9,0,-0.814,-0.606,-0.538,-0.34,0.289,-0.168,-0.364
104,119,15.2,20.7,0.385,-2.247,-1.362,-0.802,-0.614,-0.016,-0.405,-0.743
104,120,10.2,15.7,0,-1.347,-0.913,-0.726,-0.432,0.212,-0.228,-0.463
104,121,15.9,20.2,1.251,-2.111,-1.335,-0.771,-0.595,-0.025,-0.428,-0.748
104,122,16.3,19.3,0,-2.152,-1.377,-0.986,-0.66,-0.035,-0.474,-0.794
104,123,12.4,15.3,0,-1.267,-0.879,-0.705,-0.477,0.149,-0.307,-0.552
104,124,10.9,14.5,0,-1.036,-0.749,-0.635,-0.425,0.205,-0.246,-0.468
104,125,9.9,13,0,-1.138,-0.761,-0.61,-0.393,0.236,-0.216,-0.426
104,126,12.6,17.7,0,-1.88,-1.147,-0.841,-0.55,0.08,-0.371,-0.655
104,127,11.7,17,0,-1.882,-1.083,-0.769,-0.5,0.128,-0.313,-0.562
104,128,11.3,17.2,0,-1.315,-0.904,-0.727,-0.474,0.152,-0.304,-0.557
104,129,10.7,15.3,0,-1.205,-0.815,-0.655,-0.432,0.192,-0.259,-0.484
104,130,10.2,17.8,0,-1.58,-0.965,-0.759,-0.492,0.124,-0.306,-0.575
104,131,6.8,13.3,0,-0.795,-0.553,-0.486,-0.316,0.315,-0.102,-0.327
104,132,4.5,8.7,0,-0.407,-0.325,-0.34,-0.179,0.467,0.022,-0.125
104,133,5.3,12,0,-1.127,-0.76,-0.636,-0.329,0.298,-0.127,-0.336
104,134,8.7,14.3,0,-1.203,-0.797,-0.648,-0.367,0.263,-0.185,-0.415
104,135,8.6,11.7,0,-1.083,-0.698,-0.564,-0.331,0.3,-0.144,-0.342
104,136,10.4,14.3,0,-1.359,-0.873,-0.691,-0.413,0.226,-0.233,-0.47
104,137,12.8,16.1,0,-1.77,-1.107,-0.841,-0.505,0.124,-0.327,-0.611
104,138,14.8,17.7,0,-2.149,-1.311,-0.967,-0.603,0.025,-0.422,-0.725
104,139,15.3,18,0,-2.169,-1.35,-1,-0.62,0.007,-0.444,-0.768
104,140,17.3,19.6,0,-2.508,-1.471,-1.051,-0.669,-0.043,-0.491,-0.82
104,141,14.4,17.4,0,-2.049,-1.266,-0.945,-0.573,0.052,-0.397,-0.692
104,142,16.9,20.4,0,-2.488,-1.497,-1.083,-0.682,-0.056,-0.505,-0.846
104,143,17.1,19.7,0,-2.669,-1.499,-1.048,-0.688,-0.06,-0.505,-0.838
104,144,17.7,21,0,-2.57,-1.499,-1.068,-0.716,-0.09,-0.533,-0.872
104,145,19,23.4,0,-3.161,-1.721,-1.194,-0.799,-0.171,-0.614,-0.982
104,146,18.5,21.9,0,-3.08,-1.664,-1.147,-0.761,-0.131,-0.573,-0.934
104,147,12.2,15.4,0,-1.908,-1.101,-0.797,-0.477,0.153,-0.293,-0.545
104,148,15.5,19.5,0,-2.437,-1.37,-0.972,-0.627,0.003,-0.441,-0.73
