Origin,Destination,dist_da_t_op,time_da_t_op,toll_op,hbw_lo_pk,hbw_med_pk,hbw_hi_pk,hbc_hi_op,hbs_hi_op,hbo_hi_op,nhb_hi_op
50,152,26,32.4,0,-4.13,-2.2,-1.463,-1.109,-0.494,-0.858,-1.407
50,153,28.5,35.9,0,-4.615,-2.424,-1.615,-1.23,-0.616,-0.978,-1.57
50,154,32.1,39,0.963,-5.205,-2.775,-1.653,-1.35,-0.814,-1.158,-1.833
50,155,52.6,74.2,0,-9.113,-4.619,-2.829,-2.272,-1.766,-2.12,-3.12
50,156,36.8,46.5,0,-5.133,-2.745,-1.881,-1.546,-0.95,-1.182,-1.792
50,157,42.2,55.1,0,-6.789,-3.356,-1.915,-1.56,-1.056,-1.426,-2.18
50,158,39.3,50.9,0,-6.201,-3.126,-1.759,-1.538,-1.033,-1.382,-2.09
50,159,42.2,57,0,-6.885,-3.581,-2.159,-1.718,-1.173,-1.536,-2.324
50,160,37.8,52.1,0,-6.35,-3.243,-1.967,-1.563,-1.007,-1.372,-2.097
50,161,33,46.3,0,-5.665,-2.917,-1.863,-1.399,-0.819,-1.189,-1.85
50,162,30,42.7,0,-4.852,-2.568,-1.66,-1.237,-0.645,-1.015,-1.612
50,163,33.3,50.3,0,-5.656,-2.881,-1.661,-1.353,-0.823,-1.193,-1.86
50,164,30.1,47,0,-5.171,-2.732,-1.639,-1.35,-0.731,-1.105,-1.76
50,165,30.5,51.7,0,-5.575,-2.972,-1.817,-1.518,-0.907,-1.241,-1.943
50,166,28.3,40.3,0,-4.972,-2.508,-1.473,-1.173,-0.626,-0.992,-1.593
50,167,24.8,38.2,0,-4.437,-2.243,-1.241,-0.991,-0.485,-0.858,-1.414
50,168,29.1,41.6,0,-4.857,-2.509,-1.683,-1.217,-0.599,-0.971,-1.546
50,169,26.5,36.5,0,-4.227,-2.277,-1.536,-1.106,-0.498,-0.868,-1.398
50,170,19.3,33,0,-3.414,-1.807,-0.967,-0.866,-0.242,-0.631,-1.089
50,171,9.3,18.1,0,-1.7,-1.006,-0.756,-0.436,0.266,-0.141,-0.393
50,172,7.7,15,0,-1.114,-0.656,-0.527,-0.315,0.32,-0.078,-0.276
50,173,13.5,25.2,0,-2.431,-1.386,-1.041,-0.671,-0.038,-0.427,-0.73
50,174,18.3,31.7,0.003,-3.177,-1.716,-1.105,-0.823,-0.194,-0.629,-1.037
50,175,17.3,29.2,0,-3.034,-1.604,-0.942,-0.761,-0.138,-0.55,-0.948
50,176,25.3,43.3,0,-4.507,-2.363,-1.358,-1.125,-0.504,-0.885,-1.448
50,177,40.3,60.8,0,-7.217,-3.8,-2.34,-1.852,-1.256,-1.643,-2.467
50,178,34.1,57.2,0,-6.388,-3.385,-2.104,-1.66,-1.041,-1.44,-2.186
50,179,21.1,37.6,0,-3.78,-1.976,-1.097,-0.959,-0.338,-0.714,-1.226
50,180,26.2,46.2,0,-4.599,-2.549,-1.754,-1.211,-0.559,-1.001,-1.544
50,181,27.2,49.2,0,-4.852,-2.702,-1.9,-1.289,-0.652,-1.093,-1.663
50,182,32.2,58,0,-5.808,-3.204,-2.245,-1.526,-0.897,-1.345,-2.006
50,183,32.9,55.9,0,-6.216,-3.443,-2.473,-1.6,-0.974,-1.401,-2.095
50,184,26.9,37.6,0,-3.902,-2.132,-1.479,-1.137,-0.508,-0.863,-1.372
50,185,27.6,35.7,0,-4.415,-2.342,-1.562,-1.183,-0.559,-0.935,-1.5
50,186,33.9,39.4,0,-5.35,-2.793,-1.858,-1.358,-0.741,-1.117,-1.748
50,187,33.5,41,0,-5.409,-2.863,-1.937,-1.427,-0.816,-1.207,-1.866
50,188,35,44.3,0,-5.803,-3.03,-2.02,-1.534,-0.953,-1.283,-1.977
50,189,44.2,58.6,0.098,-7.659,-4.07,-2.769,-2.062,-1.445,-1.813,-2.671
50,190,39.5,48,0.862,-6.466,-3.314,-1.917,-1.589,-1.108,-1.43,-2.203
50,191,38.9,44.3,0.385,-6.103,-3.199,-1.839,-1.516,-1.024,-1.356,-2.114
50,192,25.8,33.3,0,-4.011,-2.125,-1.42,-1.071,-0.456,-0.822,-1.353
50,193,47.4,68,0,-7.276,-3.725,-2.452,-1.927,-1.311,-1.678,-2.514
50,194,60.2,66.9,0,-7.325,-4.015,-2.859,-1.954,-1.324,-1.764,-2.573
50,195,49.9,53.9,0,-8.655,-4.344,-2.81,-2.237,-1.622,-1.991,-2.926
50,196,60.6,66.6,0,-8.452,-4.364,-2.869,-2.264,-1.803,-2.022,-2.968
50,197,49,56.1,0,-8.577,-4.322,-2.809,-2.229,-1.611,-1.98,-2.919
50,198,40.8,44.8,0,-6.276,-3.329,-2.18,-1.685,-1.044,-1.497,-2.212
50,199,50.6,80.9,0,-8.948,-4.842,-3.347,-2.362,-1.72,-2.169,-3.122
50,200,42.7,71.9,0,-6.739,-3.715,-2.399,-1.777,-1.158,-1.642,-2.391
50,201,63,97.1,0,-11.849,-6.298,-4.342,-3.149,-2.52,-2.961,-4.189
50,202,55.7,86.8,0,-9.706,-4.922,-3.015,-2.333,-1.831,-2.197,-3.224
50,203,63.3,101.7,0,-10.475,-5.595,-3.871,-2.784,-2.155,-2.596,-3.695
50,204,86,136.5,0,-11.827,-6.308,-4.363,-3.157,-2.527,-2.968,-4.198
50,205,83.4,133.1,0,-14.808,-7.913,-5.488,-3.999,-3.37,-3.819,-5.357
50,206,80.5,123.3,0,-13.561,-6.902,-4.556,-3.526,-2.91,-3.286,-4.687
50,207,65.4,106.5,0,-12.123,-6.516,-4.541,-3.27,-2.64,-3.082,-4.353
50,208,75.2,89,0,-11.006,-5.637,-3.739,-2.93,-2.313,-2.68,-3.869
50,209,77.1,123.6,0,-13.377,-7.198,-5.016,-3.639,-3.012,-3.412,-4.834
50,210,81.7,84.9,0,-12.372,-6.093,-3.879,-3.137,-2.521,-2.892,-4.146
50,211,60.8,78.3,0,-10.42,-5.239,-3.406,-2.709,-2.094,-2.459,-3.57
50,212,76.2,77.3,0,-11.76,-5.785,-3.668,-2.975,-2.366,-2.725,-3.927
50,213,83.6,82.9,0,-13.073,-6.379,-4.022,-3.273,-2.659,-3.024,-4.33
50,214,69.5,73.8,0,-11.422,-5.698,-3.672,-2.935,-2.325,-2.681,-3.861
50,215,56.4,78.5,0,-9.72,-5.08,-3.435,-2.603,-1.986,-2.353,-3.432
50,216,20.1,28.6,0,-3.399,-1.963,-1.357,-0.98,-0.36,-0.744,-1.236
50,217,23.4,31.7,0,-4.228,-2.228,-1.523,-1.095,-0.478,-0.85,-1.386
50,218,15.8,23.4,0,-2.43,-1.355,-0.98,-0.648,-0.031,-0.419,-0.768
50,219,14.3,22.5,0,-2.225,-1.251,-0.917,-0.596,0.021,-0.363,-0.689
50,220,10.4,18.9,0,-1.655,-0.961,-0.728,-0.448,0.176,-0.203,-0.468
50,221,8.1,16,0,-1.478,-0.879,-0.674,-0.359,0.27,-0.152,-0.37
50,222,5.6,11.7,0,-1.036,-0.641,-0.537,-0.246,0.401,-0.061,-0.214
50,223,6.2,12,0,-1.395,-0.934,-0.767,-0.271,0.367,-0.081,-0.261
50,224,6.9,12.7,0,-1.956,-1.371,-1.132,-0.516,0.134,-0.303,-0.566
50,225,7.2,12.9,0,-1.45,-0.936,-0.729,-0.319,0.309,-0.127,-0.324
50,226,23.2,28.6,0,-3.676,-2.023,-1.364,-1.008,-0.394,-0.764,-1.281
50,227,26.1,31.4,0,-4.057,-2.245,-1.507,-1.121,-0.512,-0.873,-1.427
50,228,27.9,33.2,0,-4.386,-2.352,-1.555,-1.192,-0.579,-0.94,-1.516
50,229,32.8,37.5,0,-4.849,-2.699,-1.774,-1.373,-0.759,-1.124,-1.763
50,230,116.8,151.5,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,231,486.8,526.5,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,232,1683.6,1882.9,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,233,1642.2,1795.1,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,234,49.7,195.8,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,235,7536.8,8206.5,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
50,236,8036.8,8806.5,0.0449371,-5.26559,-2.9514,-1.97552,-1.33367,-0.739933,-1.14261,-1.77034
51,1,22.7,28.9,0,-3.15,-1.792,-1.236,-0.898,-0.283,-0.659,-1.123
51,2,23,29.7,0,-3.448,-1.878,-1.258,-0.913,-0.296,-0.666,-1.112
51,3,26.4,36.3,0,-4.096,-2.264,-1.525,-1.115,-0.5,-0.872,-1.406
51,4,28.6,38.7,0,-4.455,-2.419,-1.613,-1.197,-0.58,-0.951,-1.508
51,5,24,31.2,0,-3.707,-2.009,-1.34,-0.962,-0.346,-0.721,-1.197
51,6,24.7,31.8,0,-3.966,-2.092,-1.376,-0.985,-0.37,-0.742,-1.231
51,7,26.4,33.5,0,-4.078,-2.184,-1.438,-1.05,-0.433,-0.806,-1.309
51,8,28.5,37.5,0,-4.372,-2.381,-1.592,-1.158,-0.541,-0.916,-1.471
51,9,28.5,37.9,0,-4.466,-2.404,-1.599,-1.164,-0.547,-0.92,-1.473
51,10,22.8,34.1,0,-3.94,-2.147,-1.461,-1.021,-0.403,-0.777,-1.267
51,11,19.6,26.3,0,-2.745,-1.543,-1.09,-0.778,-0.164,-0.543,-0.956
51,12,18.9,25.6,0,-2.914,-1.633,-1.15,-0.788,-0.171,-0.538,-0.944
51,13,20.4,29.2,0,-3.213,-1.79,-1.24,-0.856,-0.239,-0.614,-1.056
51,14,16.7,23.9,0,-2.72,-1.509,-1.061,-0.677,-0.059,-0.452,-0.837
51,15,18,27.2,0,-2.903,-1.618,-1.12,-0.761,-0.145,-0.515,-0.894
51,16,15.4,25,0,-2.606,-1.471,-1.023,-0.651,-0.032,-0.413,-0.776
51,17,26.4,41,0.009,-4.766,-2.545,-1.441,-1.121,-0.572,-0.948,-1.519
51,18,26.1,39.6,0.031,-4.238,-2.21,-1.201,-0.98,-0.495,-0.856,-1.385
51,19,22.4,35.9,0.001,-4.079,-2.207,-1.407,-0.99,-0.382,-0.771,-1.258
51,20,21.7,36,0.004,-3.901,-2.186,-1.362,-1.026,-0.397,-0.812,-1.316
51,21,26.5,37.7,0.079,-4.216,-2.156,-1.148,-0.946,-0.465,-0.823,-1.348
51,22,27.3,39.8,0.058,-4.424,-2.279,-1.247,-1.02,-0.535,-0.9,-1.459
51,23,22.6,34.7,0.087,-3.832,-2,-1.048,-0.864,-0.361,-0.727,-1.211
51,24,21,33.2,0.084,-3.41,-1.825,-0.953,-0.817,-0.24,-0.631,-1.05
51,25,23.8,35.9,0.061,-3.825,-2.02,-1.082,-0.927,-0.376,-0.752,-1.246
51,26,25.7,39,0.058,-4.063,-2.14,-1.161,-1.021,-0.456,-0.832,-1.35
51,27,21.7,33,0.046,-3.505,-1.821,-0.946,-0.878,-0.281,-0.669,-1.118
51,28,26.8,42.2,0.058,-4.283,-2.271,-1.259,-1.134,-0.516,-0.898,-1.423
51,29,11.6,18.7,0,-2.026,-1.155,-0.807,-0.492,0.137,-0.254,-0.55
51,30,11.4,19.8,0,-1.993,-1.153,-0.816,-0.482,0.141,-0.247,-0.543
51,31,13.3,22.7,0,-2.248,-1.305,-0.931,-0.549,0.073,-0.316,-0.644
51,32,9.5,15.9,0,-1.68,-0.979,-0.692,-0.383,0.238,-0.152,-0.409
51,33,6.9,10.8,0,-1.229,-0.737,-0.555,-0.26,0.365,-0.08,-0.249
51,34,5.6,10.3,0,-0.944,-0.682,-0.575,-0.25,0.413,-0.086,-0.257
51,35,14.8,30,0.064,-2.815,-1.543,-1.082,-0.68,-0.049,-0.527,-0.829
51,36,16.3,32,0.116,-2.65,-1.431,-0.98,-0.714,-0.092,-0.524,-0.843
51,37,19.5,34.8,0.082,-3.084,-1.682,-1.152,-0.82,-0.193,-0.62,-1.007
51,38,18.4,35.7,0.071,-3.286,-1.785,-1.233,-0.881,-0.252,-0.701,-1.088
51,39,24.4,37.7,0.058,-4.003,-2.1,-1.158,-0.974,-0.394,-0.769,-1.31
51,40,15.3,28.7,0.043,-2.566,-1.4,-0.7,-0.595,-0.062,-0.446,-0.784
51,41,18.4,31,0.058,-2.891,-1.531,-0.794,-0.742,-0.124,-0.511,-0.892
51,42,15.6,28.7,0.036,-2.671,-1.418,-0.77,-0.66,-0.041,-0.442,-0.783
51,43,13.8,26.2,0.091,-2.315,-1.261,-0.871,-0.596,0.031,-0.425,-0.699
51,44,12.3,25.2,0.078,-2.102,-1.142,-0.784,-0.545,0.084,-0.368,-0.615
51,45,10.7,23,0.007,-1.826,-1.031,-0.723,-0.47,0.169,-0.282,-0.5
51,46,9.9,20.4,0,-1.691,-0.986,-0.712,-0.427,0.261,-0.216,-0.413
51,47,5.3,11.9,0,-0.668,-0.455,-0.346,-0.16,0.476,0.043,-0.151
51,48,6.7,13.9,0,-1.028,-0.653,-0.492,-0.25,0.405,-0.065,-0.211
51,49,5.9,9.9,0,-1.106,-0.693,-0.537,-0.238,0.401,-0.048,-0.204
51,50,3.2,7.5,0,-0.193,-0.252,-0.232,-0.063,0.741,0.138,0.035
51,51,0.9,2.2,0,0.461,0.097,-0.038,0.019,1.064,0.236,0.122
51,52,3.9,7.9,0,-0.579,-0.446,-0.388,-0.133,0.523,0.049,-0.072
51,53,3.5,8.5,0,-0.438,-0.402,-0.4,-0.105,0.572,0.097,-0.025
51,54,3.7,8.3,0,-0.708,-0.546,-0.496,-0.185,0.468,0.038,-0.129
51,55,4.4,10.4,0,-0.895,-0.66,-0.598,-0.202,0.416,-0.021,-0.183
51,56,5.5,10.9,0,-0.907,-0.634,-0.556,-0.25,0.354,-0.062,-0.238
51,57,5.5,10.6,0,-1.033,-0.73,-0.638,-0.26,0.371,-0.093,-0.28
51,58,7.6,12.4,0,-1.258,-0.782,-0.583,-0.325,0.286,-0.084,-0.327
51,59,8.4,17.1,0,-1.567,-0.944,-0.728,-0.409,0.232,-0.222,-0.461
51,60,8.5,17.6,0,-1.573,-0.964,-0.756,-0.409,0.236,-0.238,-0.481
51,61,6.3,13.1,0,-0.959,-0.647,-0.538,-0.248,0.35,-0.054,-0.269
51,62,4.7,9.8,0,-0.611,-0.465,-0.42,-0.195,0.427,0.038,-0.136
51,63,11.3,24.3,0.023,-2.179,-1.227,-0.683,-0.576,0.057,-0.389,-0.666
51,64,11.1,24.1,0,-1.915,-1.157,-0.891,-0.567,0.071,-0.349,-0.638
51,65,8.8,17.5,0,-2.009,-1.223,-0.94,-0.559,0.067,-0.347,-0.664
51,66,13.3,19.9,0,-2.695,-1.475,-1.016,-0.709,-0.094,-0.46,-0.859
51,67,13.8,28.6,0,-2.958,-1.661,-1.197,-0.774,-0.144,-0.587,-0.961
51,68,6,12.6,0,-1.318,-0.834,-0.668,-0.289,0.335,-0.113,-0.307
51,69,9.2,21.1,0,-2.245,-1.36,-1.008,-0.514,0.14,-0.337,-0.604
51,70,10.7,19.3,0,-1.91,-1.163,-0.861,-0.496,0.167,-0.309,-0.573
51,71,13.7,24.2,0,-2.432,-1.464,-1.075,-0.652,-0.024,-0.466,-0.784
51,72,12.5,19.6,0,-2.493,-1.458,-1.087,-0.579,0.051,-0.432,-0.75
51,73,9.7,15.5,0,-1.714,-0.995,-0.713,-0.426,0.212,-0.221,-0.475
51,74,9,13.8,0,-1.611,-0.965,-0.703,-0.405,0.216,-0.175,-0.465
51,75,11.3,18.1,0,-1.877,-1.126,-0.835,-0.504,0.147,-0.311,-0.59
51,76,9.8,14.9,0,-1.73,-1.057,-0.786,-0.503,0.106,-0.235,-0.545
51,77,13.1,19.7,0,-2.244,-1.335,-0.983,-0.746,0.007,-0.413,-0.758
51,78,12,17.4,0,-2.021,-1.179,-0.851,-0.568,0.022,-0.32,-0.668
51,79,10.4,16.7,0,-1.813,-1.08,-0.793,-0.511,0.105,-0.243,-0.557
51,80,12.3,18.5,0,-2.042,-1.164,-0.827,-0.578,0.052,-0.319,-0.661
51,81,13.6,21.6,0,-2.312,-1.317,-0.93,-0.633,-0.005,-0.377,-0.733
51,82,17.8,27,0,-3.142,-1.704,-1.166,-0.85,-0.234,-0.601,-1.05
51,83,21.3,28.4,0,-3.402,-1.845,-1.262,-0.933,-0.324,-0.687,-1.159
51,84,17.4,24,0,-2.697,-1.496,-1.035,-0.774,-0.177,-0.519,-0.932
51,85,14.5,19.8,0,-2.449,-1.417,-1.014,-0.644,-0.034,-0.423,-0.797
51,86,17.7,24,0,-3.47,-2.105,-1.535,-1.063,-0.234,-0.694,-1.21
51,87,18.7,26.2,0,-3.036,-1.692,-1.174,-0.859,-0.227,-0.618,-1.075
51,88,16.7,23.2,0,-2.65,-1.491,-1.038,-0.763,-0.153,-0.517,-0.929
51,89,16.1,21.9,0,-2.583,-1.441,-1.001,-0.736,-0.135,-0.492,-0.9
51,90,14.8,20.2,0,-2.351,-1.307,-0.907,-0.674,-0.064,-0.431,-0.817
51,91,15.2,25.2,0,-2.621,-1.625,-1.268,-0.774,-0.165,-0.598,-0.971
51,92,15.8,22.6,0,-2.645,-1.483,-1.042,-0.731,-0.121,-0.485,-0.891
51,93,14.7,19.9,0,-2.436,-1.381,-0.982,-0.671,-0.053,-0.433,-0.823
51,94,14.7,19.9,0,-2.675,-1.533,-1.078,-0.683,-0.06,-0.456,-0.84
51,95,14.6,20.8,0,-2.255,-1.311,-0.966,-0.615,-0.01,-0.425,-0.744
51,96,15.9,21.8,0,-2.858,-1.656,-1.17,-0.714,-0.09,-0.51,-0.904
51,97,16,24.6,0,-2.975,-1.855,-1.387,-0.865,-0.232,-0.687,-1.276
51,98,13.7,20.5,0,-2.186,-1.287,-0.976,-0.59,0.022,-0.414,-0.717
51,99,18.5,23.7,0,-2.542,-1.516,-1.117,-0.683,-0.066,-0.469,-0.844
51,100,15.5,22.8,0,-2.426,-1.435,-1.068,-0.653,-0.04,-0.462,-0.8
51,101,17,26.5,0,-2.756,-1.628,-1.218,-0.768,-0.122,-0.557,-0.933
51,102,18.9,31.9,0,-3.319,-1.929,-1.435,-0.901,-0.272,-0.719,-1.129
51,103,16.8,22.8,0,-3.643,-2.495,-1.691,-1.076,-0.286,-0.9,-1.171
51,104,18.7,23.6,0,-2.854,-1.654,-1.146,-0.82,-0.206,-0.58,-1.019
51,105,16.6,23,0,-2.868,-1.632,-1.17,-0.783,-0.173,-0.554,-0.971
51,106,17.8,23.4,0,-2.898,-1.599,-1.093,-0.779,-0.165,-0.538,-0.963
51,107,18.3,23.4,0,-2.785,-1.573,-1.074,-0.783,-0.168,-0.544,-0.963
51,108,18.7,24.5,0,-2.886,-1.613,-1.098,-0.826,-0.213,-0.582,-1.021
51,109,20.2,27.6,0,-3.186,-1.766,-1.208,-0.901,-0.292,-0.655,-1.122
51,110,23.3,32,0,-3.688,-2.061,-1.409,-1.057,-0.432,-0.81,-1.328
51,111,23.6,30.8,0,-3.751,-2.024,-1.36,-1.036,-0.437,-0.788,-1.309
51,112,21.1,27.2,0,-3.297,-1.813,-1.226,-0.927,-0.32,-0.682,-1.17
51,113,20.9,26.6,0,-3.2,-1.796,-1.213,-0.927,-0.314,-0.681,-1.161
51,114,23.3,29.3,0,-3.559,-1.975,-1.32,-1.029,-0.416,-0.779,-1.29
51,115,26.7,33.2,0,-4.064,-2.26,-1.519,-1.151,-0.538,-0.9,-1.461
51,116,24.2,30,0,-3.642,-2.072,-1.398,-1.073,-0.461,-0.825,-1.361
51,117,24.4,30.6,0,-3.817,-2.095,-1.409,-1.051,-0.44,-0.804,-1.327
51,118,26.3,32.8,0,-3.84,-2.178,-1.455,-1.151,-0.538,-0.902,-1.461
51,119,30.5,39.7,0.009,-4.647,-2.609,-1.628,-1.347,-0.735,-1.1,-1.727
51,120,25.9,33.6,0,-4.019,-2.216,-1.506,-1.131,-0.515,-0.881,-1.438
51,121,31.5,39.4,0.991,-4.686,-2.596,-1.555,-1.326,-0.741,-1.103,-1.733
51,122,32.4,38.3,0,-4.932,-2.796,-1.858,-1.392,-0.776,-1.155,-1.954
51,123,29.9,35,0,-4.158,-2.421,-1.598,-1.27,-0.656,-1.021,-1.621
51,124,28.2,34,0,-3.946,-2.316,-1.545,-1.211,-0.598,-0.964,-1.543
51,125,27.6,33,0,-4.076,-2.301,-1.518,-1.201,-0.588,-0.952,-1.526
51,126,30.3,37.7,0,-4.83,-2.61,-1.724,-1.354,-0.738,-1.102,-1.735
51,127,29.4,37,0,-4.882,-2.498,-1.64,-1.3,-0.686,-1.046,-1.654
51,128,29,37.2,0,-4.231,-2.44,-1.63,-1.287,-0.673,-1.039,-1.647
51,129,28.4,35.3,0,-4.159,-2.354,-1.561,-1.244,-0.632,-0.996,-1.581
51,130,26.7,37.2,0,-4.525,-2.509,-1.712,-1.239,-0.626,-1.002,-1.582
51,131,23.5,32.6,0,-3.856,-2.142,-1.462,-1.065,-0.452,-0.824,-1.369
51,132,21.2,28,0,-3.431,-1.933,-1.317,-0.929,-0.321,-0.695,-1.163
51,133,22,31.3,0,-4.16,-2.269,-1.587,-1.069,-0.451,-0.831,-1.346
51,134,22.2,30.9,0,-3.559,-1.956,-1.339,-0.997,-0.405,-0.751,-1.258
51,135,22,28.2,0,-3.428,-1.869,-1.262,-0.959,-0.354,-0.713,-1.191
51,136,20.3,26,0,-3.243,-1.783,-1.217,-0.9,-0.292,-0.654,-1.117
51,137,20.3,25.7,0,-3.237,-1.775,-1.213,-0.889,-0.277,-0.648,-1.115
51,138,21.9,28.7,0,-3.32,-1.806,-1.226,-0.915,-0.308,-0.668,-1.134
51,139,23,28.9,0,-3.547,-1.932,-1.314,-0.971,-0.358,-0.735,-1.24
51,140,26.5,30.7,0,-3.818,-2.045,-1.368,-1.05,-0.433,-0.806,-1.326
51,141,23.6,28.6,0,-3.647,-1.981,-1.328,-1.004,-0.39,-0.759,-1.261
51,142,26.1,31.6,0,-3.969,-2.143,-1.438,-1.111,-0.504,-0.864,-1.411
51,143,19.7,27.9,0,-3.218,-1.729,-1.17,-0.869,-0.252,-0.622,-1.074
51,144,19.5,29,0,-3.214,-1.751,-1.194,-0.886,-0.226,-0.638,-1.089
51,145,19.6,31.2,0,-3.313,-1.852,-1.281,-0.928,-0.308,-0.679,-1.151
51,146,21.4,31,0,-3.623,-1.917,-1.289,-0.968,-0.36,-0.719,-1.207
51,147,23.3,29.6,0,-3.911,-2.071,-1.381,-1.033,-0.428,-0.785,-1.299
51,148,26.2,33.1,0,-4.385,-2.319,-1.545,-1.168,-0.556,-0.922,-1.487
51,149,28.5,35.2,0,-4.632,-2.425,-1.601,-1.242,-0.621,-0.993,-1.561
51,150,26.3,32.3,0,-4.32,-2.277,-1.507,-1.146,-0.53,-0.899,-1.451
51,151,25.1,31.1,0,-4.112,-2.175,-1.447,-1.092,-0.478,-0.844,-1.379
51,152,23.7,29.9,0,-3.754,-2.006,-1.334,-1.028,-0.417,-0.778,-1.291
51,153,26.2,33.4,0,-4.266,-2.239,-1.49,-1.15,-0.536,-0.899,-1.455
51,154,29.8,36.5,0.963,-4.847,-2.587,-1.524,-1.27,-0.733,-1.078,-1.717
51,155,53,76.9,0.012,-9.428,-4.783,-2.892,-2.331,-1.81,-2.171,-3.183
51,156,37.9,46.5,0,-5.259,-2.82,-1.898,-1.582,-0.963,-1.233,-1.826
51,157,46.7,58.3,0.058,-7.095,-3.515,-1.992,-1.65,-1.167,-1.525,-2.306
51,158,43.4,54.2,0.054,-6.628,-3.332,-1.864,-1.629,-1.144,-1.496,-2.202
51,159,42.9,59.3,0.013,-6.95,-3.719,-2.236,-1.794,-1.22,-1.585,-2.382
51,160,39.5,53.5,0.013,-6.524,-3.375,-2.038,-1.631,-1.07,-1.431,-2.167
51,161,35.5,47.7,0.02,-5.786,-3.02,-1.901,-1.454,-0.868,-1.235,-1.906
51,162,31.6,43.3,0.006,-4.93,-2.653,-1.711,-1.282,-0.689,-1.058,-1.665
51,163,37.8,53.6,0.058,-5.977,-3.039,-1.735,-1.445,-0.932,-1.294,-1.977
51,164,34.5,50.3,0.058,-5.549,-2.9,-1.707,-1.45,-0.828,-1.224,-1.851
51,165,34.7,54.9,0.058,-5.95,-3.147,-1.884,-1.615,-1.01,-1.36,-2.039
51,166,32.1,42.1,0.027,-5.278,-2.678,-1.572,-1.253,-0.701,-1.066,-1.682
51,167,29.3,41.4,0.058,-4.753,-2.403,-1.305,-1.08,-0.597,-0.957,-1.536
51,168,30.5,41.7,0,-4.985,-2.596,-1.706,-1.246,-0.631,-1.002,-1.585
51,169,28,36.4,0,-4.38,-2.368,-1.57,-1.149,-0.533,-0.904,-1.44
51,170,23.6,36.3,0.058,-3.751,-1.974,-1.042,-0.964,-0.343,-0.731,-1.191
51,171,12.1,22.9,0.001,-2.215,-1.298,-0.928,-0.569,0.104,-0.323,-0.528
51,172,10.7,17.3,0,-1.602,-0.975,-0.724,-0.436,0.204,-0.229,-0.427
51,173,16.3,27.5,0,-2.836,-1.657,-1.194,-0.766,-0.133,-0.549,-0.877
51,174,21,34.3,0.002,-3.723,-2.008,-1.157,-0.926,-0.296,-0.724,-1.168
51,175,21,32.4,0.029,-3.418,-1.82,-0.968,-0.882,-0.259,-0.667,-1.097
51,176,29.6,46.5,0.058,-4.812,-2.511,-1.423,-1.22,-0.604,-0.989,-1.549
51,177,44.7,64,0.058,-7.595,-3.963,-2.413,-1.945,-1.368,-1.758,-2.574
51,178,38.3,60.4,0.058,-6.722,-3.536,-2.155,-1.759,-1.132,-1.55,-2.284
51,179,24.5,40.8,0.101,-4.105,-2.136,-1.184,-1.052,-0.435,-0.825,-1.317
51,180,28.6,49.1,0.123,-4.87,-2.688,-1.813,-1.295,-0.654,-1.094,-1.63
51,181,29.4,52.4,0.161,-5.178,-2.866,-1.986,-1.37,-0.749,-1.182,-1.748
51,182,34.4,60.8,0.141,-6.093,-3.352,-2.311,-1.604,-0.98,-1.426,-2.094
51,183,33.4,54.2,0,-6.565,-3.61,-2.572,-1.667,-1.048,-1.44,-2.147
51,184,25.3,35.5,0,-4.075,-2.196,-1.501,-1.134,-0.502,-0.896,-1.374
51,185,25.3,33.2,0,-4.046,-2.147,-1.434,-1.104,-0.481,-0.854,-1.382
51,186,31.6,36.9,0,-4.974,-2.59,-1.727,-1.276,-0.668,-1.034,-1.636
51,187,31.2,38.5,0,-5.047,-2.662,-1.802,-1.348,-0.75,-1.123,-1.764
51,188,32.7,41.8,0,-5.453,-2.843,-1.895,-1.455,-0.896,-1.204,-1.861
51,189,41.9,56.2,0.098,-7.298,-3.871,-2.633,-1.979,-1.361,-1.736,-2.55
51,190,37.2,45.5,0.862,-6.108,-3.12,-1.79,-1.511,-1.028,-1.349,-2.083
51,191,36.6,41.8,0.385,-5.721,-3.012,-1.714,-1.435,-0.944,-1.276,-1.995
51,192,23.5,30.8,0,-3.651,-1.935,-1.293,-0.989,-0.374,-0.742,-1.235
51,193,47.3,67.4,0.047,-6.898,-3.536,-2.325,-1.847,-1.232,-1.597,-2.396
51,194,57.9,64.4,0,-7.604,-4.165,-2.932,-2.034,-1.405,-1.847,-2.665
51,195,47.6,51.4,0,-8.297,-4.149,-2.68,-2.156,-1.54,-1.909,-2.811
51,196,58.3,64.1,0,-8.108,-4.171,-2.748,-2.184,-1.784,-1.942,-2.858
51,197,46.7,53.6,0,-8.229,-4.137,-2.682,-2.149,-1.532,-1.899,-2.801
51,198,38.5,42.3,0,-6.156,-3.136,-2.048,-1.606,-0.954,-1.41,-2.106
